OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
27690350008843|0918062150|Preston town|79848697|2360639|G4040|T1|A|221704257530263|06365|ZCTA5 06365|78697567|2360639|G6350|B5|S|78697567|2360639
27690350008844|0918066210|Salem town|74924895|2172864|G4040|T1|A|221704257530356|06415|ZCTA5 06415|144948688|2812260|G6350|B5|S|9656|0
27690350008844|0918066210|Salem town|74924895|2172864|G4040|T1|A|221704257530375|06420|ZCTA5 06420|76533672|2172864|G6350|B5|S|74915239|2172864
27690350008845|0918071670|Sprague town|34296090|1491928|G4040|T1|A|221704257530162|06330|ZCTA5 06330|44452814|1522045|G6350|B5|S|33299495|1491928
27690350008845|0918071670|Sprague town|34296090|1491928|G4040|T1|A|221704257530199|06350|ZCTA5 06350|996595|0|G6350|B5|S|996595|0
27690350008846|0918073770|Stonington town|100075603|29643941|G4040|T1|A|||||||||0|15898173
27690350008846|0918073770|Stonington town|100075603|29643941|G4040|T1|A|221704257530226|06355|ZCTA5 06355|36765308|6664933|G6350|B5|S|14276863|4891287
27690350008846|0918073770|Stonington town|100075603|29643941|G4040|T1|A|221704257530295|06378|ZCTA5 06378|54133992|4547051|G6350|B5|S|54133992|4547051
27690350008846|0918073770|Stonington town|100075603|29643941|G4040|T1|A|221704257530297|06379|ZCTA5 06379|31664748|4307430|G6350|B5|S|31664748|4307430
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|||||||||0|23766539
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|221704257530160|06320|ZCTA5 06320|14581394|4787267|G6350|B5|S|59998|0
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|221704257530266|06370|ZCTA5 06370|61899766|2882544|G6350|B5|S|1787|0
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|221704257530288|06375|ZCTA5 06375|20703171|2090414|G6350|B5|S|20543638|2090414
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|221704257530304|06382|ZCTA5 06382|45558224|2835149|G6350|B5|S|25401|484
27690350008848|0918080280|Waterford town|85122385|30723961|G4040|T1|A|221704257530319|06385|ZCTA5 06385|64491561|4866524|G6350|B5|S|64491561|4866524
27690344313325|0918086790|Windham town|69533872|2148923|G4040|T1|A|221704257530024|06226|ZCTA5 06226|18565576|269440|G6350|B5|S|18162686|261632
27690344313325|0918086790|Windham town|69533872|2148923|G4040|T1|A|221704257530096|06256|ZCTA5 06256|19563194|679389|G6350|B5|S|19479593|679389
27690344313325|0918086790|Windham town|69533872|2148923|G4040|T1|A|221704257530109|06266|ZCTA5 06266|2395902|68166|G6350|B5|S|2395902|68166
27690344313325|0918086790|Windham town|69533872|2148923|G4040|T1|A|221704257530140|06280|ZCTA5 06280|39024180|1202283|G6350|B5|S|29495691|1139736
27690697821288|0919000000|County subdivisions not defined|0|71830560|G4040|Z9|F|||||||||0|71830560
27690697821302|0919004720|Bethel town|43918190|156161|G4040|T1|A|221704257530577|06801|ZCTA5 06801|43812499|156161|G6350|B5|S|43812499|156161
27690697821302|0919004720|Bethel town|43918190|156161|G4040|T1|A|221704257530583|06810|ZCTA5 06810|54166005|686975|G6350|B5|S|105691|0
27690347493838|0919008210|Bridgewater town|42478578|2360514|G4040|T1|A|221704257530537|06752|ZCTA5 06752|43249888|2360514|G6350|B5|S|42478578|2360514
27690697821304|0919008980|Brookfield town|51115716|1541624|G4040|T1|A|221704257530578|06804|ZCTA5 06804|51701042|1541624|G6350|B5|S|51115716|1541624
27690697821306|0919018500|Danbury town|108855295|5807119|G4040|T5|C|221704257530578|06804|ZCTA5 06804|51701042|1541624|G6350|B5|S|401449|0
27690697821306|0919018500|Danbury town|108855295|5807119|G4040|T5|C|221704257530583|06810|ZCTA5 06810|54166005|686975|G6350|B5|S|54060314|686975
27690697821306|0919018500|Danbury town|108855295|5807119|G4040|T5|C|221704257530586|06811|ZCTA5 06811|54393532|5120144|G6350|B5|S|54393532|5120144
27690697821307|0919018850|Darien town|32774485|28026885|G4040|T1|A|||||||||0|22376965
27690697821307|0919018850|Darien town|32774485|28026885|G4040|T1|A|221704257530590|06820|ZCTA5 06820|32774485|5649920|G6350|B5|S|32774485|5649920
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|||||||||0|30723890
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530580|06807|ZCTA5 06807|8481588|332004|G6350|B5|S|8481588|332004
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530595|06830|ZCTA5 06830|35062313|12451442|G6350|B5|S|35062313|12451442
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530597|06831|ZCTA5 06831|71361614|1311247|G6350|B5|S|67908046|1295803
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530610|06870|ZCTA5 06870|5872467|3841129|G6350|B5|S|5872467|3841129
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530614|06878|ZCTA5 06878|6262078|2087763|G6350|B5|S|6262078|2087763
27690697821316|0919033620|Greenwich town|123597678|50732031|G4040|T1|A|221704257530626|06902|ZCTA5 06902|25951959|6088203|G6350|B5|S|11186|0
27690697821319|0919050580|New Canaan town|57484080|851635|G4040|T1|A|221704257530599|06840|ZCTA5 06840|57454172|851635|G6350|B5|S|57447739|851635
27690697821319|0919050580|New Canaan town|57484080|851635|G4040|T1|A|221704257530632|06907|ZCTA5 06907|5069469|41548|G6350|B5|S|36341|0
27690697821321|0919050860|New Fairfield town|52889968|12149364|G4040|T1|A|221704257530588|06812|ZCTA5 06812|52889968|12149364|G6350|B5|S|52889968|12149364
27690347493853|0919052630|New Milford town|159446315|5617318|G4040|T1|A|221704257530539|06755|ZCTA5 06755|12992322|245814|G6350|B5|S|12992322|245814
27690347493853|0919052630|New Milford town|159446315|5617318|G4040|T1|A|221704257530553|06776|ZCTA5 06776|145637276|5371504|G6350|B5|S|145561381|5371504
27690347493853|0919052630|New Milford town|159446315|5617318|G4040|T1|A|221704257530561|06784|ZCTA5 06784|56927912|3967080|G6350|B5|S|170310|0
27690347493853|0919052630|New Milford town|159446315|5617318|G4040|T1|A|221704257530570|06794|ZCTA5 06794|33673145|0|G6350|B5|S|722302|0
27690697821323|0919052980|Newtown town|148996255|3653731|G4040|T1|A|221704257530431|06470|ZCTA5 06470|96379629|1789732|G6350|B5|S|96379629|1789732
27690697821323|0919052980|Newtown town|148996255|3653731|G4040|T1|A|221704257530452|06482|ZCTA5 06482|52432749|1863999|G6350|B5|S|52432749|1863999
27690697821323|0919052980|Newtown town|148996255|3653731|G4040|T1|A|221704257530578|06804|ZCTA5 06804|51701042|1541624|G6350|B5|S|183877|0
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|||||||||0|20195620
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530599|06840|ZCTA5 06840|57454172|851635|G6350|B5|S|6433|0
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530601|06850|ZCTA5 06850|17563836|206664|G6350|B5|S|17563836|206664
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530602|06851|ZCTA5 06851|19907620|158795|G6350|B5|S|19907620|158795
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530603|06853|ZCTA5 06853|3124072|1057662|G6350|B5|S|3124072|1057662
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530605|06854|ZCTA5 06854|12455165|2155526|G6350|B5|S|12455165|2155526
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530607|06855|ZCTA5 06855|6397083|19803420|G6350|B5|S|6186316|11154291
27690697821325|0919056060|Norwalk town|59275233|34928558|G4040|T5|C|221704257530617|06880|ZCTA5 06880|51840187|6580665|G6350|B5|S|31791|0
27690697821326|0919063480|Redding town|81527153|1406606|G4040|T1|A|221704257530612|06877|ZCTA5 06877|89596042|1289098|G6350|B5|S|240681|0
27690697821326|0919063480|Redding town|81527153|1406606|G4040|T1|A|221704257530621|06896|ZCTA5 06896|81275898|1406606|G6350|B5|S|81275898|1406606
27690697821326|0919063480|Redding town|81527153|1406606|G4040|T1|A|221704257530623|06897|ZCTA5 06897|69387325|1276100|G6350|B5|S|10574|0
27690697821328|0919063970|Ridgefield town|89355361|1289098|G4040|T1|A|221704257530612|06877|ZCTA5 06877|89596042|1289098|G6350|B5|S|89355361|1289098
27690697821331|0919068310|Sherman town|56757602|3967080|G4040|T1|A|221704257530561|06784|ZCTA5 06784|56927912|3967080|G6350|B5|S|56757602|3967080
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|||||||||0|29157836
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530597|06831|ZCTA5 06831|71361614|1311247|G6350|B5|S|3453568|15444
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530624|06901|ZCTA5 06901|1317475|0|G6350|B5|S|1317475|0
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530626|06902|ZCTA5 06902|25951959|6088203|G6350|B5|S|25940773|6088203
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530628|06903|ZCTA5 06903|45054304|1997168|G6350|B5|S|45054304|1997168
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530629|06905|ZCTA5 06905|13134838|25391|G6350|B5|S|13134838|25391
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530631|06906|ZCTA5 06906|3494631|0|G6350|B5|S|3494631|0
27690697821333|0919073070|Stamford town|97428717|37325590|G4040|T5|C|221704257530632|06907|ZCTA5 06907|5069469|41548|G6350|B5|S|5033128|41548
27690697821338|0919083430|Weston town|51203831|2341309|G4040|T1|A|221704257530618|06883|ZCTA5 06883|51203831|2341309|G6350|B5|S|51203831|2341309
27690697821339|0919083500|Westport town|51695168|34950171|G4040|T1|A|||||||||0|19720377
27690697821339|0919083500|Westport town|51695168|34950171|G4040|T1|A|221704257530607|06855|ZCTA5 06855|6397083|19803420|G6350|B5|S|210767|8649129
27690697821339|0919083500|Westport town|51695168|34950171|G4040|T1|A|221704257530617|06880|ZCTA5 06880|51840187|6580665|G6350|B5|S|51484401|6580665
27690697821341|0919086370|Wilton town|69376751|1276100|G4040|T1|A|221704257530623|06897|ZCTA5 06897|69387325|1276100|G6350|B5|S|69376751|1276100
