HI_0-5k,HI_5-10k,HI_10-15k,HI_15-20k,HI_20-25k,HI_25-35k,HI_35-50k,HI_50-75k,HI_75-100k,HI_100-150k,HI_150k_plus,zip
5,22,91,68,156,187,271,388,282,450,419,47060
120,122,129,316,329,369,290,416,292,224,82,47102
0,0,0,0,0,0,0,0,0,0,0,47104
42,42,46,72,60,179,174,360,216,296,217,47106
31,6,33,24,69,190,189,222,79,138,37,47108
0,0,0,0,0,17,0,63,24,0,0,47110
138,169,370,112,234,500,693,1003,1042,1272,671,47111
111,127,194,297,273,620,935,1134,893,878,503,47112
8,2,0,17,3,7,19,50,23,46,1,47114
3,20,112,195,60,57,230,98,156,161,104,47115
9,12,11,0,36,37,26,93,12,0,13,47116
60,1,39,71,70,226,199,290,305,326,120,47117
72,46,130,91,85,169,145,214,152,104,30,47118
2,40,66,88,83,284,338,773,509,892,1129,47119
0,45,0,0,41,37,40,123,19,47,0,47120
50,16,89,75,60,164,366,732,878,637,670,47122
0,0,10,0,9,0,7,16,4,0,0,47123
19,0,4,40,37,88,207,347,277,436,313,47124
17,6,18,63,58,137,64,152,70,40,37,47125
11,0,43,65,45,90,198,261,319,279,244,47126
174,383,497,295,618,1225,1823,1681,710,904,231,47129
537,451,483,598,902,2059,3027,4383,2816,2294,1031,47130
0,2,1,48,0,18,18,77,31,74,48,47135
6,29,3,59,21,115,117,231,353,227,291,47136
23,16,27,51,37,69,79,172,41,23,32,47137
11,17,138,128,88,161,229,313,360,221,102,47138
76,28,65,53,53,209,111,317,104,57,7,47140
0,0,52,0,36,16,99,132,87,72,89,47141
2,5,19,0,21,79,50,119,60,39,1,47142
14,13,16,35,10,82,98,90,299,396,144,47143
42,74,13,53,41,43,190,182,63,95,49,47145
0,22,9,0,65,13,92,43,12,58,10,47147
516,577,1124,1035,984,1633,2622,3890,2438,2415,1594,47150
0,0,0,1,6,5,1,10,7,0,0,47160
18,52,51,47,10,88,108,340,224,95,143,47161
0,0,0,37,10,58,77,55,33,34,18,47162
0,11,73,7,10,36,100,99,37,91,14,47163
66,60,93,124,82,249,134,460,215,212,94,47164
101,47,43,118,54,457,315,314,455,382,145,47165
0,0,29,18,15,52,73,88,94,33,21,47166
152,279,454,392,249,660,751,1232,590,752,182,47167
103,65,546,408,215,643,956,1040,540,752,488,47170
15,35,218,163,180,411,851,1157,931,1121,1020,47172
0,0,27,10,0,133,33,40,26,76,40,47175
17,0,0,14,28,25,39,178,154,56,33,47177
512,503,597,593,741,1482,2259,3553,2630,2733,2356,47201
403,360,235,325,616,915,1247,1587,1405,1854,1447,47203
18,29,126,166,81,362,212,562,191,179,172,47220
0,0,79,18,0,0,63,104,21,76,49,47223
0,19,12,11,13,20,71,20,22,30,0,47224
0,0,0,0,6,3,7,18,15,5,8,47226
31,11,36,17,27,92,69,214,219,87,27,47227
41,58,26,40,49,88,236,193,209,63,63,47229
22,0,12,32,24,96,98,226,25,52,32,47230
3,9,0,1,17,32,17,47,67,56,4,47231
10,19,127,21,47,97,129,286,201,133,31,47232
10,7,18,0,0,18,100,213,58,129,68,47234
0,75,20,39,10,12,33,110,242,45,18,47235
194,256,385,181,239,846,1182,2085,1190,1421,561,47240
56,34,92,71,68,141,396,403,228,287,114,47243
2,0,10,21,9,17,35,52,24,43,6,47244
14,25,21,39,52,100,222,248,320,281,99,47246
1,0,2,3,2,9,3,11,32,7,1,47247
430,260,780,442,717,1111,986,1651,1427,982,635,47250
21,22,29,37,97,99,122,177,130,69,9,47260
0,0,0,2,3,28,17,25,16,6,0,47263
0,0,0,0,46,34,96,160,35,108,29,47264
298,141,184,423,292,628,1357,1758,1140,1414,405,47265
0,0,25,10,0,33,0,59,39,6,7,47270
1,18,14,46,55,75,132,164,112,122,35,47272
0,7,57,7,10,43,59,214,274,111,75,47273
508,360,427,509,394,1436,1864,2207,1524,1887,970,47274
0,0,27,0,0,29,88,52,13,55,0,47280
9,10,9,57,17,50,54,100,18,98,51,47281
10,0,5,22,5,19,4,6,10,8,4,47282
20,21,74,121,78,95,155,194,243,123,149,47283
521,937,737,731,814,1284,1703,1977,1010,920,238,47302
898,712,782,649,1141,1243,1439,1357,1105,838,403,47303
747,229,589,543,1005,1573,1503,2588,2199,1912,990,47304
120,216,192,120,168,251,169,347,87,31,34,47305
0,0,0,0,0,0,0,0,0,5,0,47306
49,31,27,58,123,212,308,409,207,209,88,47320
5,5,9,4,0,10,8,17,3,3,0,47324
0,8,16,0,0,10,34,81,13,77,0,47325
0,14,37,10,39,134,69,107,55,114,54,47326
86,34,111,72,135,366,273,341,217,192,35,47327
37,79,89,107,121,189,295,374,359,304,74,47330
420,242,468,564,715,1178,1320,1862,1406,1023,259,47331
56,27,42,64,3,116,187,349,217,204,113,47334
3,2,34,21,22,56,68,102,39,34,9,47335
24,44,51,150,46,201,255,263,140,118,47,47336
4,2,1,5,3,3,17,14,16,1,0,47337
20,31,62,64,53,156,124,324,146,116,50,47338
0,2,2,10,0,33,29,56,38,30,8,47339
21,58,44,28,48,192,159,222,165,202,93,47340
31,3,13,20,46,84,168,191,114,129,213,47341
57,4,37,31,37,219,110,171,153,111,41,47342
0,0,0,0,3,29,5,17,4,8,0,47344
9,2,29,14,7,38,86,138,73,143,26,47345
19,15,54,88,155,135,280,298,152,215,66,47346
195,308,161,157,247,589,507,729,445,322,151,47348
2,1,2,14,3,13,45,56,40,11,2,47351
2,4,20,24,9,42,66,69,25,42,7,47352
26,54,26,26,87,287,382,450,297,377,125,47353
29,1,26,24,29,45,116,107,67,64,28,47354
100,15,128,64,36,121,176,261,242,155,42,47355
43,80,20,96,110,293,337,580,311,290,222,47356
20,19,21,12,8,27,24,63,27,71,16,47357
3,9,2,26,15,40,110,66,52,38,34,47358
37,30,69,71,73,190,210,285,198,150,95,47359
0,18,15,30,30,63,117,47,109,68,19,47360
2,2,0,0,4,9,11,21,26,11,0,47361
313,425,481,559,921,1104,1801,2253,1359,1107,335,47362
0,13,0,0,0,10,0,35,0,0,0,47367
10,10,49,45,4,85,159,219,185,125,43,47368
15,40,30,56,62,97,176,143,103,67,2,47369
105,110,150,273,242,727,913,864,687,523,165,47371
36,32,117,24,70,137,137,201,95,90,42,47373
659,730,1257,1320,1210,2480,2935,3681,2024,1871,990,47374
14,30,28,17,36,46,128,96,66,113,15,47380
0,0,0,0,1,18,21,5,5,7,0,47381
4,3,14,6,4,11,9,18,21,1,0,47382
23,9,49,7,33,79,271,170,122,254,63,47383
18,4,31,36,55,120,51,208,97,120,34,47384
29,42,26,38,9,69,55,112,94,210,56,47385
11,1,2,17,28,6,60,202,61,102,42,47386
0,2,3,34,14,9,82,66,10,55,9,47387
9,9,2,4,3,63,31,31,34,7,0,47388
35,81,178,155,213,316,258,533,283,176,75,47390
19,0,6,0,56,31,84,102,107,147,17,47393
68,111,125,173,109,322,473,906,396,453,119,47394
42,60,86,127,127,230,330,713,397,391,380,47396
1453,741,873,1007,677,1102,2377,2718,1770,2646,2763,47401
238,211,757,837,678,1272,2320,3033,1982,2062,877,47403
629,469,731,632,794,968,1778,1529,1352,1025,569,47404
0,0,0,0,0,0,0,0,0,0,0,47405
0,0,0,0,0,0,0,0,0,0,0,47406
767,568,638,670,629,749,774,1513,616,949,832,47408
0,33,22,0,0,0,0,0,72,0,0,47420
248,357,705,703,428,1149,1551,2226,1916,1694,724,47421
50,105,202,203,183,247,473,921,479,428,237,47424
0,0,0,0,0,0,95,60,96,49,25,47427
47,43,55,156,117,152,661,715,416,816,290,47429
17,0,19,23,21,118,82,75,100,75,35,47431
30,87,57,76,68,296,301,412,234,225,82,47432
65,33,62,81,31,194,236,356,221,189,84,47433
0,0,0,0,0,0,0,0,0,0,0,47434
50,0,0,25,53,22,77,132,18,120,22,47436
0,25,0,0,0,0,19,36,0,0,42,47437
42,35,99,105,76,337,146,303,266,223,53,47438
141,188,221,326,363,364,520,799,644,279,148,47441
8,3,21,32,30,85,65,123,42,53,35,47443
88,94,200,330,321,406,557,866,679,424,85,47446
92,95,104,137,328,388,344,453,394,499,409,47448
1,3,2,4,4,31,45,8,16,6,0,47449
5,23,35,28,22,79,64,91,74,69,29,47451
20,61,171,121,35,170,200,493,275,402,70,47452
0,0,19,11,0,42,22,63,68,29,0,47453
80,128,304,184,160,402,321,382,604,230,224,47454
0,0,0,0,0,0,11,11,0,0,0,47455
21,0,7,39,43,31,79,128,82,112,23,47456
0,0,0,0,0,0,10,22,12,0,0,47457
0,0,0,0,0,0,0,0,0,0,17,47458
49,25,22,110,78,125,131,406,114,258,144,47459
129,46,171,422,299,521,632,1163,616,538,233,47460
53,22,22,78,49,128,145,423,191,426,227,47462
0,21,7,13,0,5,19,28,16,30,7,47464
13,5,7,11,19,15,43,29,17,4,12,47465
0,0,0,0,20,0,0,32,0,0,0,47467
0,0,0,26,58,33,217,177,95,54,48,47468
11,27,39,62,27,42,69,145,161,55,30,47469
0,8,46,14,11,121,109,183,55,23,105,47470
13,75,57,74,134,97,222,234,187,107,21,47471
285,279,514,471,422,680,925,1314,730,1026,388,47501
65,60,24,117,28,306,265,281,319,129,84,47512
5,38,3,23,40,103,89,280,92,35,17,47513
0,6,8,0,0,0,8,6,10,0,8,47514
0,0,28,8,54,37,58,40,51,42,25,47515
6,15,1,2,12,26,50,153,113,57,46,47516
0,0,8,0,7,1,12,28,11,29,71,47519
39,75,152,90,37,95,156,263,182,149,35,47520
0,0,0,16,0,28,36,33,13,89,30,47521
0,4,11,2,4,27,5,75,24,4,13,47522
14,9,82,41,48,102,213,161,393,221,35,47523
52,4,4,7,6,38,40,23,22,54,14,47524
0,0,0,11,8,51,36,11,9,30,8,47525
0,68,12,13,0,32,16,282,257,141,14,47527
4,4,2,35,25,14,36,58,29,5,2,47528
4,1,17,26,7,48,48,120,23,67,28,47529
10,0,36,27,70,5,34,40,79,49,24,47531
17,5,81,59,28,96,166,435,309,337,121,47532
0,19,24,74,17,10,43,22,14,35,11,47535
0,0,0,0,0,0,0,0,0,0,0,47536
13,2,5,26,4,49,130,65,45,22,28,47537
0,6,27,13,17,29,64,85,58,104,30,47541
122,141,216,105,152,383,559,687,608,647,321,47542
206,311,426,238,339,998,1050,1837,1103,1367,830,47546
0,0,0,8,12,27,45,50,33,59,20,47550
0,0,0,26,0,27,18,39,51,40,67,47551
0,0,0,0,0,0,0,13,11,0,56,47552
57,58,170,134,82,237,509,560,488,519,144,47553
7,6,19,71,12,109,73,106,117,133,39,47557
2,7,22,41,3,97,184,430,143,181,85,47558
42,28,3,23,128,35,162,39,120,97,16,47561
37,20,97,82,71,216,150,307,164,260,190,47562
0,10,49,0,41,31,78,110,103,42,79,47564
46,98,144,76,101,222,463,462,313,500,166,47567
1,8,21,13,8,11,43,39,46,29,4,47568
0,0,0,0,0,0,12,21,8,0,0,47574
0,0,18,0,0,0,53,51,93,77,43,47575
0,0,0,0,0,9,0,91,46,41,9,47576
0,68,0,0,13,10,42,89,107,102,36,47577
1,4,4,4,10,14,69,74,43,58,13,47578
23,13,23,41,37,39,81,157,120,279,108,47579
0,0,0,0,0,0,64,15,0,39,20,47580
45,44,36,82,106,141,279,389,204,151,64,47581
0,1,0,0,7,8,17,25,5,1,3,47584
0,9,0,6,0,9,140,100,47,0,0,47585
65,237,262,274,321,398,841,890,697,609,271,47586
5,4,9,2,10,32,137,74,29,32,2,47588
0,0,24,15,33,36,33,22,5,7,6,47590
383,627,364,430,809,1080,1748,1721,1134,1081,947,47591
6,0,0,0,0,0,0,0,13,0,0,47596
20,10,7,8,14,36,39,68,63,53,17,47597
12,38,121,20,39,167,247,306,111,252,33,47598
71,136,191,156,295,395,891,886,1035,1017,463,47601
45,55,63,162,76,192,323,465,432,178,91,47610
7,3,5,29,40,44,74,93,96,45,47,47611
2,10,14,7,3,48,56,54,40,26,12,47612
0,8,14,68,42,88,59,81,281,217,225,47613
20,11,4,59,64,182,80,208,120,58,56,47615
0,1,2,4,4,8,37,9,5,34,1,47616
9,3,5,32,13,66,147,186,65,185,80,47619
123,181,278,196,196,414,727,1027,520,1148,555,47620
148,105,342,273,547,979,1367,2341,2354,3325,2599,47630
7,22,59,8,12,162,97,138,140,141,85,47631
23,5,45,38,89,78,244,243,160,98,35,47633
18,9,20,44,34,141,186,185,211,123,29,47634
60,61,203,140,121,259,374,318,262,424,137,47635
0,17,17,25,25,61,108,89,48,149,8,47637
76,0,17,52,34,165,70,344,231,304,179,47638
20,6,19,12,32,83,223,389,225,348,227,47639
8,14,14,3,7,45,117,49,47,38,35,47640
81,0,81,64,69,103,238,309,355,387,108,47648
12,2,57,45,10,49,79,187,134,92,32,47649
1,2,0,0,3,2,1,19,2,2,2,47654
26,48,83,106,97,284,442,362,141,276,134,47660
41,53,30,40,42,239,194,277,154,225,186,47665
19,8,12,28,80,105,53,126,76,78,23,47666
71,127,322,316,371,456,885,1056,554,595,303,47670
0,0,2,2,10,0,11,19,24,3,0,47683
6,3,5,5,0,43,52,11,17,22,70,47708
350,319,790,740,680,906,1281,1345,623,631,356,47710
392,272,538,657,585,1527,2057,2538,2149,1924,781,47711
146,272,362,636,595,1102,1360,1824,1186,1663,909,47712
350,399,461,301,227,808,637,913,280,164,106,47713
587,581,693,723,890,1969,2287,2655,2072,974,642,47714
376,416,671,799,1004,1388,2039,2391,1506,1274,1046,47715
159,322,296,260,185,654,712,1422,1249,936,792,47720
31,65,105,63,191,670,437,1208,1290,1452,1427,47725
325,354,881,786,1077,1579,1609,2404,1616,1501,1043,47802
493,245,308,434,226,1139,1333,1883,1173,1082,825,47803
261,244,293,350,292,842,685,892,356,262,124,47804
148,210,112,225,321,432,754,1285,776,897,381,47805
565,465,798,533,357,535,850,720,247,165,51,47807
0,0,0,0,0,0,0,0,0,0,0,47809
9,10,5,12,25,29,61,55,134,128,39,47832
18,0,0,0,0,30,74,88,59,7,33,47833
139,147,310,310,462,643,1257,1547,1114,1070,556,47834
0,0,0,0,0,0,0,0,0,0,0,47836
4,31,13,20,10,16,58,65,66,66,3,47837
15,22,19,45,16,33,107,127,152,86,54,47838
6,17,42,52,30,14,125,111,165,128,61,47840
47,28,43,37,57,112,204,250,175,106,25,47841
227,132,195,136,237,559,614,760,790,392,150,47842
0,0,0,0,0,12,9,56,58,9,48,47846
13,5,18,13,6,34,130,100,46,84,10,47847
3,34,28,13,36,73,103,119,49,111,40,47848
5,0,23,0,7,11,15,31,39,32,20,47849
29,40,28,72,38,55,157,222,108,110,67,47850
0,0,0,3,0,2,4,38,4,3,0,47853
0,17,0,0,0,19,17,47,50,82,0,47854
18,0,6,16,37,77,36,55,20,12,0,47855
0,0,4,1,12,19,14,31,28,13,0,47857
0,0,0,21,0,16,235,76,64,0,15,47858
0,4,9,18,48,117,30,40,55,79,1,47859
11,2,3,11,17,89,19,41,19,7,0,47860
2,0,8,7,14,23,32,42,22,64,9,47861
32,6,9,11,13,141,115,100,63,110,5,47862
0,0,0,0,0,0,0,79,32,0,0,47863
0,0,2,0,0,0,28,0,0,0,0,47865
0,0,0,0,0,0,43,39,8,58,25,47866
9,18,78,149,116,210,226,249,148,117,11,47868
0,0,0,0,0,0,0,57,16,9,0,47869
5,0,0,30,1,23,52,40,12,6,2,47871
45,88,116,175,67,330,256,718,305,239,233,47872
4,24,50,153,80,149,108,310,250,119,102,47874
0,0,0,0,0,0,0,0,0,0,0,47876
47,28,107,87,61,182,337,319,242,53,41,47879
0,0,0,20,0,10,0,0,0,8,0,47880
4,0,1,15,5,5,13,39,64,10,1,47881
120,92,174,199,490,302,378,662,367,412,167,47882
1,0,14,13,5,8,23,30,9,9,0,47884
114,52,184,242,215,291,570,687,427,319,341,47885
124,143,239,115,187,250,300,366,349,99,130,47901
370,318,264,462,589,1315,1342,1103,462,478,289,47904
427,353,693,658,1013,1744,2500,3658,2311,2519,1282,47905
2608,1373,1349,1549,2043,2336,2431,3424,2483,2852,3083,47906
0,0,0,0,0,0,0,0,0,0,0,47907
226,489,545,528,1199,1399,2238,3641,1984,3057,1408,47909
0,0,2,4,0,2,3,4,0,2,0,47916
1,0,1,0,13,16,12,56,10,37,13,47917
28,34,193,123,181,231,288,507,378,320,134,47918
21,5,7,43,24,53,91,97,163,299,122,47920
18,14,8,20,11,50,54,87,59,15,113,47921
19,17,21,29,33,94,113,110,95,37,11,47922
22,4,24,51,87,146,134,330,242,246,89,47923
0,0,0,0,16,0,28,0,112,0,0,47924
0,0,0,0,0,9,0,0,20,31,0,47925
0,4,10,48,22,74,99,107,49,76,33,47926
28,12,100,16,23,39,158,155,107,90,39,47928
3,1,9,12,2,37,41,65,50,67,0,47929
11,14,19,15,30,87,53,152,33,27,70,47930
36,32,93,78,116,255,267,523,448,250,122,47932
289,178,609,562,851,1385,1370,2386,1299,1697,928,47933
5,7,13,23,7,41,86,221,46,73,57,47940
9,13,6,17,13,50,94,102,75,90,41,47941
6,2,8,14,11,39,47,66,46,23,23,47942
0,86,0,8,0,16,0,184,72,0,0,47943
40,31,104,118,84,152,235,312,149,104,141,47944
14,14,15,20,39,114,62,220,116,159,8,47946
5,17,38,34,42,87,77,104,106,35,31,47948
4,2,6,28,19,42,44,128,72,60,15,47949
0,0,10,7,0,25,41,148,16,28,23,47950
22,23,71,45,25,83,220,356,138,93,47,47951
43,90,80,67,78,178,232,267,86,96,51,47952
28,14,36,54,35,53,134,150,142,222,68,47954
14,16,11,25,75,22,28,77,54,67,10,47955
16,4,72,47,51,131,175,156,53,65,11,47957
1,3,5,5,2,7,16,7,13,3,2,47958
54,13,53,45,50,104,178,205,126,98,16,47959
63,152,312,304,490,882,961,1309,707,795,384,47960
0,3,14,31,16,162,160,208,199,86,29,47963
2,1,2,0,7,3,10,4,6,6,0,47964
2,7,15,0,5,39,45,57,44,38,6,47965
0,4,5,3,6,25,36,28,14,20,0,47966
2,4,33,9,5,32,58,83,53,22,9,47967
6,0,28,10,15,10,73,112,97,47,34,47968
0,2,5,1,11,2,1,7,8,2,7,47969
3,5,63,46,23,55,183,144,127,163,6,47970
22,25,21,55,42,98,107,168,96,61,29,47971
12,18,12,17,21,25,50,48,124,109,49,47974
0,4,15,12,7,6,38,58,49,43,43,47975
30,20,7,48,20,83,151,268,147,170,53,47977
96,96,299,137,286,428,601,789,744,513,217,47978
3,18,5,10,21,11,81,92,58,60,59,47980
0,0,0,8,8,55,8,70,32,73,55,47981
3,0,2,0,5,11,8,16,15,2,0,47982
0,0,0,0,0,13,0,30,0,0,0,47983
52,16,106,47,98,245,291,381,257,204,48,47987
14,7,5,30,33,29,25,61,125,91,27,47989
15,4,27,6,19,99,118,169,99,65,25,47990
5,11,4,20,25,18,22,86,85,155,28,47991
0,0,0,0,41,18,35,62,105,166,47,47992
26,88,51,45,53,125,186,330,188,246,83,47993
2,6,6,9,13,4,18,47,22,22,14,47994
9,0,21,23,18,93,90,120,155,105,27,47995
0,0,2,1,0,12,3,8,16,20,0,47997
159,249,115,202,180,620,813,944,716,817,421,48001
33,6,0,34,66,68,162,208,214,335,139,48002
25,65,56,68,41,124,237,375,426,478,301,48003
15,20,27,45,58,117,168,354,279,451,376,48005
32,82,49,46,38,160,162,248,198,251,188,48006
235,91,161,263,136,403,490,842,736,1668,4074,48009
31,45,47,63,126,126,313,334,212,208,163,48014
104,71,315,127,171,528,599,691,384,356,111,48015
141,39,204,220,189,447,903,929,1045,1138,716,48017
482,443,437,551,654,1601,2275,2680,1655,1475,580,48021
0,22,13,80,13,126,107,142,232,278,111,48022
96,29,53,23,59,122,243,317,269,327,460,48023
61,59,48,100,74,170,290,483,588,1138,2668,48025
141,214,339,264,131,756,939,1180,936,863,497,48026
5,0,28,33,49,104,155,287,159,268,141,48027
5,33,0,5,32,56,68,122,80,69,86,48028
219,316,555,468,625,761,1019,1356,951,820,57,48030
9,5,13,31,18,30,102,184,156,144,64,48032
259,276,329,237,343,888,1274,1383,1164,951,520,48033
199,259,603,326,386,715,1085,1675,516,998,506,48034
506,190,621,631,588,1604,2309,3718,1686,1849,1142,48035
234,453,351,550,419,783,1270,1781,1177,1094,775,48036
373,306,546,732,1272,2130,2585,3645,3165,3206,2386,48038
40,115,145,136,190,324,580,686,467,534,189,48039
120,118,98,462,195,481,548,705,593,740,318,48040
25,41,36,43,74,93,204,282,238,462,168,48041
159,190,100,323,131,561,881,1668,1199,3141,2887,48042
238,332,538,554,305,693,876,1276,803,871,319,48043
214,94,150,272,472,931,2010,2488,3130,5129,4610,48044
325,369,448,382,448,1051,1577,1890,1759,2099,1498,48045
346,72,576,296,871,1172,1679,2607,2879,3489,2518,48047
63,249,74,87,258,125,335,715,286,439,209,48048
15,13,40,65,19,98,385,521,296,371,396,48049
9,0,8,7,10,29,53,93,94,178,59,48050
153,147,128,223,143,304,785,958,828,1525,989,48051
35,37,59,110,140,279,401,747,228,551,429,48054
107,132,250,264,153,503,958,1136,962,868,721,48059
513,862,1253,1133,954,2020,2674,2773,1870,1576,834,48060
17,98,193,149,121,259,445,595,434,598,477,48062
12,8,9,41,136,90,185,228,225,463,167,48063
28,18,43,17,65,170,173,255,266,213,242,48064
36,72,101,538,125,490,463,690,419,958,900,48065
649,571,1016,1348,1144,2669,3012,4424,2413,2599,777,48066
372,134,201,360,336,730,927,2020,1909,2909,2719,48067
24,4,7,7,19,58,38,121,129,218,480,48069
0,6,16,31,31,98,36,247,173,528,1173,48070
247,544,510,857,639,1204,2322,2918,1883,1942,758,48071
93,116,110,117,108,321,495,1094,1357,1800,1349,48072
423,205,318,325,731,1495,1405,2884,2582,3114,2883,48073
101,64,86,79,195,524,568,650,537,599,215,48074
430,319,311,281,460,801,1239,1968,1091,1554,672,48075
269,235,343,195,365,636,951,1998,1349,1722,1340,48076
120,73,199,82,115,309,476,865,799,1041,724,48079
301,287,465,532,516,906,1431,2148,1678,1699,887,48080
195,124,230,303,436,814,1070,1857,1441,1776,721,48081
65,76,140,273,296,890,988,1458,1016,1364,643,48082
68,568,402,298,367,652,678,1355,1571,1783,1622,48083
95,54,101,43,144,319,323,1169,1076,1569,1601,48084
169,116,47,71,271,239,469,972,1165,2260,2968,48085
155,121,213,222,499,741,1266,1667,1529,1900,681,48088
666,451,751,797,989,1493,2288,2135,1299,1020,361,48089
421,419,633,1002,742,1540,1455,2551,1107,883,373,48091
242,165,342,404,345,854,1753,1997,1613,1422,921,48092
249,172,435,535,441,1222,1332,1773,1410,1415,1016,48093
113,137,134,203,161,424,702,1475,1006,1425,2095,48094
20,0,0,108,29,184,134,250,243,400,708,48095
78,35,70,10,18,134,172,242,237,512,253,48096
60,42,122,119,126,266,408,412,335,266,97,48097
122,76,46,76,73,182,372,776,604,1323,3400,48098
312,149,469,320,276,894,1344,2335,1824,2181,1264,48101
604,219,495,589,495,1276,1365,3183,3293,4246,7618,48103
1415,849,1069,651,648,1364,1703,2288,1345,1997,3382,48104
1069,619,395,422,387,996,1076,2004,1642,2281,3807,48105
570,207,458,254,457,789,1432,2117,1338,1757,2289,48108
5,0,0,0,0,0,0,0,0,0,0,48109
446,451,594,437,893,1534,2277,3517,2241,2745,2052,48111
99,55,91,282,263,353,734,1048,1119,1611,2327,48114
171,142,179,233,359,725,939,1942,1506,2283,2673,48116
108,115,45,200,234,290,531,701,507,1072,488,48117
88,17,89,95,148,412,771,886,670,1029,1198,48118
147,173,114,111,182,247,289,239,160,363,361,48120
545,141,174,318,174,473,417,811,393,311,166,48122
351,237,357,306,374,768,1530,2279,2000,2169,1517,48124
265,187,321,359,334,1030,1301,1885,828,810,280,48125
899,599,1034,1014,1033,1566,1746,2472,1094,1122,913,48126
498,736,465,700,684,1375,1657,2058,1539,1768,1134,48127
135,82,84,94,98,305,353,696,641,748,795,48128
23,32,135,105,110,221,338,933,750,1392,1910,48130
28,24,56,88,91,267,356,772,527,597,248,48131
19,49,100,147,87,245,338,420,288,251,149,48133
139,228,242,178,147,758,1147,1213,1453,1652,1274,48134
314,210,286,440,495,1233,1646,2421,1688,1667,607,48135
24,55,126,90,88,178,200,280,406,332,161,48137
45,59,51,82,60,189,207,490,418,1056,1446,48138
0,0,0,0,0,10,25,24,10,0,0,48139
0,18,47,0,74,73,112,267,215,332,169,48140
525,746,1146,517,658,1148,1123,1650,740,368,332,48141
0,0,0,0,0,0,0,0,0,0,12,48143
24,105,6,118,116,242,378,671,588,829,708,48144
24,97,40,0,54,66,159,284,205,225,199,48145
456,708,785,724,969,2005,2297,2992,1761,1536,501,48146
142,81,149,243,304,499,1309,1968,1821,2463,1388,48150
353,235,333,332,385,954,1386,2226,1799,2650,1959,48152
197,136,147,302,330,834,1633,2249,2645,3217,2981,48154
27,59,49,11,69,51,75,82,73,51,37,48157
31,61,124,86,104,277,279,550,468,637,592,48158
30,9,16,5,13,132,129,229,100,172,86,48159
16,145,231,72,157,189,487,1029,1009,908,755,48160
412,453,632,431,759,1216,1490,2228,1466,1372,913,48161
342,630,455,378,464,1325,1055,2289,1663,2023,882,48162
3,14,5,136,91,101,303,520,449,517,994,48164
24,45,21,59,49,272,295,527,402,557,666,48165
95,172,87,144,112,568,428,876,560,838,531,48166
109,84,144,146,177,383,1073,1289,1020,1838,3128,48167
179,12,27,60,284,331,425,854,880,1336,4098,48168
151,217,156,139,223,442,790,1421,1448,1801,1625,48169
306,283,378,403,506,1048,1768,2639,2002,3313,4636,48170
50,43,74,158,135,335,630,876,852,1091,637,48173
392,347,513,663,620,1014,1749,2347,1622,1958,583,48174
98,100,183,189,268,342,607,1225,1160,1948,2340,48176
0,0,0,7,0,0,6,25,23,0,0,48177
190,201,88,440,278,621,930,1695,1436,2458,4596,48178
23,22,50,65,44,48,155,191,275,303,292,48179
970,873,1090,1188,1430,2356,3967,5323,3306,3305,1197,48180
69,162,354,213,451,556,961,1662,1155,1959,1245,48182
529,416,283,794,716,1655,2052,3376,2692,2952,2372,48183
343,254,281,345,241,739,1323,1232,1033,701,304,48184
944,339,1123,1815,1224,2146,3256,4155,2819,2531,1249,48185
296,363,440,742,476,1300,2199,2860,2200,1622,854,48186
378,274,302,512,558,1060,1822,2742,2257,4280,4777,48187
142,141,317,350,319,778,1238,2237,2036,3531,4634,48188
42,203,135,293,206,361,688,1371,888,1051,889,48189
0,0,0,0,0,0,0,0,0,0,61,48190
4,15,40,30,37,39,220,316,276,273,315,48191
288,289,559,556,624,1122,1596,1897,1275,1819,774,48192
184,200,282,282,346,735,437,1452,832,1033,681,48193
371,392,534,556,523,1289,1681,2315,1863,1722,1208,48195
777,874,1218,938,1030,2606,3443,3910,3600,4028,3191,48197
709,557,877,842,789,1568,2282,2965,2079,2047,1076,48198
955,1718,1016,664,564,864,691,793,561,572,321,48201
964,627,761,519,546,1312,694,1022,481,507,422,48202
964,1276,1217,714,638,1277,1555,973,526,572,337,48203
969,1017,1072,796,1053,1314,1237,1099,387,556,142,48204
434,772,582,980,1102,2321,2830,2896,1162,326,258,48205
851,743,733,288,405,802,809,632,630,412,343,48206
957,992,991,789,797,1495,1527,1612,1023,984,572,48207
570,651,520,507,256,442,427,216,290,313,333,48208
1004,715,754,1109,624,1169,1782,1536,632,582,171,48209
783,752,683,541,474,1422,1741,1592,408,375,195,48210
186,161,248,226,221,291,263,214,80,44,12,48211
953,732,978,990,929,1700,1740,1321,986,477,171,48212
833,966,690,651,650,1061,1177,942,622,348,121,48213
558,1572,718,863,680,1306,1208,1430,830,780,630,48214
532,663,451,284,343,600,391,630,337,355,294,48215
269,254,169,112,141,227,510,376,218,217,55,48216
256,161,313,147,139,340,409,480,298,265,47,48217
305,307,405,377,314,409,319,495,112,139,49,48218
1311,1652,1206,1301,1100,2018,3380,3082,1710,1565,441,48219
368,347,479,320,281,879,1365,1696,2059,2353,1166,48220
709,950,1239,960,692,1783,2723,2979,1547,1548,1149,48221
638,753,592,850,538,1515,1446,1368,1288,735,365,48223
